replicon	feature_type	feat_start	feat_end	strand	feat_length_bp	locus_tag	gene	product	mod_code	mod_label	mod_description	raw_count	norm_count
NC_003197.2	CDS	1506981	1507914	+	933	EBBPGFGJ_01449	yahB	Uncharacterized HTH-type transcriptional regulator YahB	m	5mC	5-methylcytosine	50	0.05359057
NC_003197.2	CDS	1507910	1508936	-	1026	EBBPGFGJ_01450	purR	HTH-type transcriptional repressor PurR	m	5mC	5-methylcytosine	50	0.04873294
NC_003197.2	CDS	1509403	1509985	-	582	EBBPGFGJ_01452	sodB	Superoxide dismutase [Fe]	m	5mC	5-methylcytosine	3	0.00515464
NC_003197.2	CDS	1510111	1510933	-	822	EBBPGFGJ_01453	mepH	Murein DD-endopeptidase MepH	m	5mC	5-methylcytosine	2	0.00243309
NC_003197.2	CDS	1511267	1511615	+	348	EBBPGFGJ_01454	grxD	Glutaredoxin 4	m	5mC	5-methylcytosine	9	0.02586207
NC_003197.2	CDS	1511692	1512340	-	648	EBBPGFGJ_01455	rnt	Ribonuclease T	m	5mC	5-methylcytosine	5	0.00771605
NC_003197.2	CDS	1512440	1512848	-	408	EBBPGFGJ_01456	gloA	Lactoylglutathione lyase	m	5mC	5-methylcytosine	2	0.00490196
NC_003197.2	CDS	1512916	1514014	-	1098	EBBPGFGJ_01457	nemA	N-ethylmaleimide reductase	m	5mC	5-methylcytosine	75	0.06830601
NC_003197.2	CDS	1514072	1514672	-	600	EBBPGFGJ_01458	nemR	HTH-type transcriptional repressor NemR	m	5mC	5-methylcytosine	14	0.02333333
NC_003197.2	CDS	1514774	1515014	+	240	EBBPGFGJ_01459		hypothetical protein	m	5mC	5-methylcytosine	1	0.00416667
NC_003197.2	CDS	1515064	1515961	+	897	EBBPGFGJ_01460	ydhF	Oxidoreductase YdhF	m	5mC	5-methylcytosine	20	0.02229654
NC_003197.2	CDS	1516040	1516562	+	522	EBBPGFGJ_01461	sodC	Superoxide dismutase [Cu-Zn]	m	5mC	5-methylcytosine	16	0.03065134
NC_003197.2	CDS	1516537	1518577	-	2040	EBBPGFGJ_01462	aaeB_1	p-hydroxybenzoic acid efflux pump subunit AaeB	m	5mC	5-methylcytosine	89	0.04362745
NC_003197.2	CDS	1518576	1519437	-	861	EBBPGFGJ_01463	aaeA_1	p-hydroxybenzoic acid efflux pump subunit AaeA	m	5mC	5-methylcytosine	17	0.01974448
NC_003197.2	CDS	1519876	1520311	+	435	EBBPGFGJ_01465	slyA	Transcriptional regulator SlyA	m	5mC	5-methylcytosine	3	0.00689655
NC_003197.2	CDS	1520358	1520826	-	468	EBBPGFGJ_01466	slyB	Outer membrane lipoprotein SlyB	m	5mC	5-methylcytosine	6	0.01282051
NC_003197.2	CDS	1521097	1522219	+	1122	EBBPGFGJ_01467	anmK	Anhydro-N-acetylmuramic acid kinase	m	5mC	5-methylcytosine	38	0.03386809
NC_003197.2	CDS	1522273	1522636	+	363	EBBPGFGJ_01468	mliC	Membrane-bound lysozyme inhibitor of C-type lysozyme	m	5mC	5-methylcytosine	5	0.01377410
NC_003197.2	CDS	1522694	1523351	+	657	EBBPGFGJ_01469	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	m	5mC	5-methylcytosine	20	0.03044140
NC_003197.2	CDS	1523477	1524752	+	1275	EBBPGFGJ_01470	tyrS	Tyrosine--tRNA ligase	m	5mC	5-methylcytosine	19	0.01490196
NC_003197.2	CDS	1524811	1525672	+	861	EBBPGFGJ_01471	pdxY	Pyridoxal kinase PdxY	m	5mC	5-methylcytosine	17	0.01974448
NC_003197.2	CDS	1525730	1526336	-	606	EBBPGFGJ_01472	gstA	Glutathione S-transferase GstA	m	5mC	5-methylcytosine	6	0.00990099
NC_003197.2	CDS	1526440	1527946	-	1506	EBBPGFGJ_01473	dtpA	Dipeptide and tripeptide permease A	m	5mC	5-methylcytosine	24	0.01593625
NC_003197.2	CDS	1528547	1529183	-	636	EBBPGFGJ_01474	nth	Endonuclease III	m	5mC	5-methylcytosine	14	0.02201258
NC_003197.2	CDS	1529182	1529875	-	693	EBBPGFGJ_01475	rsxE	Ion-translocating oxidoreductase complex subunit E	m	5mC	5-methylcytosine	11	0.01587302
NC_003197.2	CDS	1529877	1530498	-	621	EBBPGFGJ_01476	rsxG	Ion-translocating oxidoreductase complex subunit G	m	5mC	5-methylcytosine	3	0.00483092
NC_003197.2	CDS	1530501	1531560	-	1059	EBBPGFGJ_01477	rsxD	Ion-translocating oxidoreductase complex subunit D	m	5mC	5-methylcytosine	36	0.03399433
NC_003197.2	CDS	1531560	1533768	-	2208	EBBPGFGJ_01478	rsxC_1	Ion-translocating oxidoreductase complex subunit C	m	5mC	5-methylcytosine	188	0.08514493
NC_003197.2	CDS	1533760	1534339	-	579	EBBPGFGJ_01479	rsxB_2	Ion-translocating oxidoreductase complex subunit B	m	5mC	5-methylcytosine	25	0.04317789
NC_003197.2	CDS	1534338	1534920	-	582	EBBPGFGJ_01480	rsxA	Ion-translocating oxidoreductase complex subunit A	m	5mC	5-methylcytosine	1	0.00171821
NC_003197.2	CDS	1536371	1537412	+	1041	EBBPGFGJ_01483	ydgJ	Uncharacterized oxidoreductase YdgJ	m	5mC	5-methylcytosine	39	0.03746398
NC_003197.2	CDS	1537486	1538488	-	1002	EBBPGFGJ_01484	add	Adenosine deaminase	m	5mC	5-methylcytosine	38	0.03792415
NC_003197.2	CDS	1539191	1540700	-	1509	EBBPGFGJ_01485	ydgA	Protein YdgA	m	5mC	5-methylcytosine	20	0.01325381
NC_003197.2	CDS	1540802	1541978	-	1176	EBBPGFGJ_01486	manA	Mannose-6-phosphate isomerase	m	5mC	5-methylcytosine	33	0.02806122
NC_003197.2	CDS	1542177	1543824	+	1647	EBBPGFGJ_01487	fumA	Fumarate hydratase class I%2C aerobic	m	5mC	5-methylcytosine	15	0.00910747
NC_003197.2	CDS	1543991	1545395	+	1404	EBBPGFGJ_01488	fumC	Fumarate hydratase class II	m	5mC	5-methylcytosine	40	0.02849003
NC_003197.2	CDS	1545391	1546321	-	930	EBBPGFGJ_01489	tus	DNA replication terminus site-binding protein	m	5mC	5-methylcytosine	24	0.02580645
NC_003197.2	CDS	1546396	1547698	-	1302	EBBPGFGJ_01490	rstB	Sensor protein RstB	m	5mC	5-methylcytosine	12	0.00921659
NC_003197.2	CDS	1547808	1549509	-	1701	EBBPGFGJ_01491	nfdA	N-substituted formamide deformylase	m	5mC	5-methylcytosine	42	0.02469136
NC_003197.2	CDS	1549667	1550801	-	1134	EBBPGFGJ_01492	ompN_1	Outer membrane porin N	m	5mC	5-methylcytosine	4	0.00352734
NC_003197.2	CDS	1551280	1552012	-	732	EBBPGFGJ_01493	rstA	Transcriptional regulatory protein RstA	m	5mC	5-methylcytosine	17	0.02322404
NC_003197.2	CDS	1552138	1552474	+	336	EBBPGFGJ_01494	ydgC	Inner membrane protein YdgC	m	5mC	5-methylcytosine	1	0.00297619
NC_003197.2	CDS	1552535	1553918	-	1383	EBBPGFGJ_01495	ydgI	Putative arginine/ornithine antiporter	m	5mC	5-methylcytosine	14	0.01012292
NC_003197.2	CDS	1554216	1555161	-	945	EBBPGFGJ_01496	ydgH	Protein YdgH	m	5mC	5-methylcytosine	28	0.02962963
NC_003197.2	CDS	1555687	1557217	+	1530	EBBPGFGJ_01497	pntA	NAD(P) transhydrogenase subunit alpha	m	5mC	5-methylcytosine	130	0.08496732
NC_003197.2	CDS	1557227	1558616	+	1389	EBBPGFGJ_01498	pntB	NAD(P) transhydrogenase subunit beta	m	5mC	5-methylcytosine	32	0.02303816
NC_003197.2	CDS	1558790	1559825	-	1035	EBBPGFGJ_01499	tqsA	AI-2 transport protein TqsA	m	5mC	5-methylcytosine	10	0.00966184
NC_003197.2	CDS	1560242	1560605	+	363	EBBPGFGJ_01500	mdtJ	Spermidine export protein MdtJ	m	5mC	5-methylcytosine	6	0.01652893
NC_003197.2	CDS	1560591	1560921	+	330	EBBPGFGJ_01501	mdtI	Spermidine export protein MdtI	m	5mC	5-methylcytosine	9	0.02727273
NC_003197.2	CDS	1560960	1561782	-	822	EBBPGFGJ_01502		hypothetical protein	m	5mC	5-methylcytosine	35	0.04257908
NC_003197.2	CDS	1562050	1562299	-	249	EBBPGFGJ_01503	asr	Acid shock protein	m	5mC	5-methylcytosine	3	0.01204819
NC_003197.2	CDS	1562693	1563947	-	1254	EBBPGFGJ_01504	ynfM_2	Inner membrane transport protein YnfM	m	5mC	5-methylcytosine	25	0.01993620
NC_003197.2	CDS	1564066	1564966	+	900	EBBPGFGJ_01505	benM_1	HTH-type transcriptional regulator BenM	m	5mC	5-methylcytosine	45	0.05000000
NC_003197.2	CDS	1565093	1566314	+	1221	EBBPGFGJ_01506	mlc	Protein mlc	m	5mC	5-methylcytosine	9	0.00737101
NC_003197.2	CDS	1566439	1567135	+	696	EBBPGFGJ_01507	bioD1_2	ATP-dependent dethiobiotin synthetase BioD 1	m	5mC	5-methylcytosine	1	0.00143678
NC_003197.2	CDS	1567090	1568344	-	1254	EBBPGFGJ_01508	clcB	Voltage-gated ClC-type chloride channel ClcB	m	5mC	5-methylcytosine	24	0.01913876
NC_003197.2	CDS	1568515	1569664	-	1149	EBBPGFGJ_01509	osmV	Osmoprotectant import ATP-binding protein OsmV	m	5mC	5-methylcytosine	32	0.02785030
NC_003197.2	CDS	1569663	1570311	-	648	EBBPGFGJ_01510	osmW	Osmoprotectant import permease protein OsmW	m	5mC	5-methylcytosine	9	0.01388889
NC_003197.2	CDS	1570320	1571223	-	903	EBBPGFGJ_01511	osmX	Osmoprotectant-binding protein OsmX	m	5mC	5-methylcytosine	38	0.04208195
NC_003197.2	CDS	1571251	1571962	-	711	EBBPGFGJ_01512	osmY_1	Osmoprotectant import permease protein OsmY	m	5mC	5-methylcytosine	54	0.07594937
NC_003197.2	CDS	1572266	1572881	-	615	EBBPGFGJ_01513	dmsD_1	Tat proofreading chaperone DmsD	m	5mC	5-methylcytosine	11	0.01788618
NC_003197.2	CDS	1572923	1573781	-	858	EBBPGFGJ_01514	dmsC_2	Anaerobic dimethyl sulfoxide reductase chain C	m	5mC	5-methylcytosine	32	0.03729604
NC_003197.2	CDS	1573782	1574400	-	618	EBBPGFGJ_01515	dmsB_2	Anaerobic dimethyl sulfoxide reductase chain B	m	5mC	5-methylcytosine	5	0.00809061
NC_003197.2	CDS	1574410	1576846	-	2436	EBBPGFGJ_01516	ynfF	Probable dimethyl sulfoxide reductase chain YnfF	m	5mC	5-methylcytosine	40	0.01642036
NC_003197.2	CDS	1576944	1579383	-	2439	EBBPGFGJ_01517	ynfE_2	Putative dimethyl sulfoxide reductase chain YnfE	m	5mC	5-methylcytosine	44	0.01804018
NC_003197.2	CDS	1579539	1579845	-	306	EBBPGFGJ_01518	ynfD	Uncharacterized protein YnfD	m	5mC	5-methylcytosine	2	0.00653595
NC_003197.2	CDS	1579942	1580662	+	720	EBBPGFGJ_01519		hypothetical protein	m	5mC	5-methylcytosine	22	0.03055556
NC_003197.2	CDS	1580702	1581263	-	561	EBBPGFGJ_01520	speG	Spermidine N(1)-acetyltransferase	m	5mC	5-methylcytosine	6	0.01069519
NC_003197.2	CDS	1582240	1583455	+	1215	EBBPGFGJ_01523	rspA_1	D-galactonate dehydratase family member RspA	m	5mC	5-methylcytosine	22	0.01810700
NC_003197.2	CDS	1583465	1584485	+	1020	EBBPGFGJ_01524	rspB	Starvation-sensing protein RspB	m	5mC	5-methylcytosine	5	0.00490196
NC_003197.2	CDS	1584538	1585516	+	978	EBBPGFGJ_01525	ydfJ_1	Putative transporter YdfJ	m	5mC	5-methylcytosine	18	0.01840491
NC_003197.2	CDS	1585519	1585918	+	399	EBBPGFGJ_01526	ydfJ_2	Putative transporter YdfJ	m	5mC	5-methylcytosine	6	0.01503759
NC_003197.2	CDS	1586061	1587528	+	1467	EBBPGFGJ_01527	por_1	Polyol:NADP oxidoreductase	m	5mC	5-methylcytosine	72	0.04907975
NC_003197.2	CDS	1587978	1588665	-	687	EBBPGFGJ_01529	rspR	HTH-type transcriptional repressor RspR	m	5mC	5-methylcytosine	11	0.01601164
NC_003197.2	CDS	1588794	1589541	-	747	EBBPGFGJ_01530	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	m	5mC	5-methylcytosine	12	0.01606426
NC_003197.2	CDS	1589679	1591722	+	2043	EBBPGFGJ_01531	dcp	Dipeptidyl carboxypeptidase	m	5mC	5-methylcytosine	79	0.03866862
NC_003197.2	CDS	1592066	1592249	+	183	EBBPGFGJ_01532		hypothetical protein	m	5mC	5-methylcytosine	3	0.01639344
NC_003197.2	CDS	1592368	1592896	-	528	EBBPGFGJ_01533	pncC_1	Nicotinamide-nucleotide amidohydrolase PncC	m	5mC	5-methylcytosine	7	0.01325758
NC_003197.2	CDS	1593322	1593715	+	393	EBBPGFGJ_01534	ygiW_1	Protein YgiW	m	5mC	5-methylcytosine	2	0.00508906
NC_003197.2	CDS	1594406	1595594	-	1188	EBBPGFGJ_01536	mdrP	Na(+)%2C Li(+)%2C K(+)/H(+) antiporter	m	5mC	5-methylcytosine	15	0.01262626
NC_003197.2	CDS	1595824	1596724	+	900	EBBPGFGJ_01537	eamA	Probable amino-acid metabolite efflux pump	m	5mC	5-methylcytosine	6	0.00666667
NC_003197.2	CDS	1596842	1597052	-	210	EBBPGFGJ_01538		hypothetical protein	m	5mC	5-methylcytosine	1	0.00476190
NC_003197.2	CDS	1598182	1598848	+	666	EBBPGFGJ_01541	marC_1	UPF0056 inner membrane protein MarC	m	5mC	5-methylcytosine	9	0.01351351
NC_003197.2	CDS	1598894	1600085	-	1191	EBBPGFGJ_01542	sotB	Sugar efflux transporter	m	5mC	5-methylcytosine	15	0.01259446
NC_003197.2	CDS	1600200	1601073	-	873	EBBPGFGJ_01543	gltR	HTH-type transcriptional regulator GltR	m	5mC	5-methylcytosine	21	0.02405498
NC_003197.2	CDS	1601175	1602564	+	1389	EBBPGFGJ_01544	sad_1	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	m	5mC	5-methylcytosine	52	0.03743701
NC_003197.2	CDS	1602636	1603563	+	927	EBBPGFGJ_01545	glsA2	Glutaminase 2	m	5mC	5-methylcytosine	32	0.03451996
NC_003197.2	CDS	1603562	1603922	+	360	EBBPGFGJ_01546		hypothetical protein	m	5mC	5-methylcytosine	13	0.03611111
NC_003197.2	CDS	1604145	1605093	+	948	EBBPGFGJ_01547		hypothetical protein	m	5mC	5-methylcytosine	1	0.00105485
NC_003197.2	CDS	1605148	1605676	-	528	EBBPGFGJ_01548		hypothetical protein	m	5mC	5-methylcytosine	5	0.00946970
NC_003197.2	CDS	1606407	1607526	+	1119	EBBPGFGJ_01549	ompC_1	Outer membrane porin C	m	5mC	5-methylcytosine	6	0.00536193
NC_003197.2	CDS	1607666	1608008	-	342	EBBPGFGJ_01550	hybF_1	Hydrogenase maturation factor HybF	m	5mC	5-methylcytosine	4	0.01169591
NC_003197.2	CDS	1608020	1608908	-	888	EBBPGFGJ_01551		hypothetical protein	m	5mC	5-methylcytosine	25	0.02815315
NC_003197.2	CDS	1608895	1609957	-	1062	EBBPGFGJ_01552	norV_1	Anaerobic nitric oxide reductase flavorubredoxin	m	5mC	5-methylcytosine	16	0.01506591
NC_003197.2	CDS	1609974	1610385	-	411	EBBPGFGJ_01553		hypothetical protein	m	5mC	5-methylcytosine	3	0.00729927
NC_003197.2	CDS	1610381	1610681	-	300	EBBPGFGJ_01554		hypothetical protein	m	5mC	5-methylcytosine	23	0.07666667
NC_003197.2	CDS	1610680	1611289	-	609	EBBPGFGJ_01555	hyaD_1	Hydrogenase 1 maturation protease	m	5mC	5-methylcytosine	8	0.01313629
NC_003197.2	CDS	1611294	1611969	-	675	EBBPGFGJ_01556	hyaC_1	Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit	m	5mC	5-methylcytosine	13	0.01925926
NC_003197.2	CDS	1611988	1613791	-	1803	EBBPGFGJ_01557	hyaB_1	Hydrogenase-1 large chain	m	5mC	5-methylcytosine	45	0.02495840
NC_003197.2	CDS	1613793	1614897	-	1104	EBBPGFGJ_01558	hoxK	Uptake hydrogenase small subunit	m	5mC	5-methylcytosine	20	0.01811594
NC_003197.2	CDS	1615024	1615177	-	153	EBBPGFGJ_01559		hypothetical protein	m	5mC	5-methylcytosine	2	0.01307190
NC_003197.2	CDS	1615328	1616417	+	1089	EBBPGFGJ_01560		hypothetical protein	m	5mC	5-methylcytosine	27	0.02479339
NC_003197.2	CDS	1616582	1617254	+	672	EBBPGFGJ_01561	pdhR_2	Pyruvate dehydrogenase complex repressor	m	5mC	5-methylcytosine	2	0.00297619
NC_003197.2	CDS	1617312	1618338	-	1026	EBBPGFGJ_01562	yjmD	Uncharacterized zinc-type alcohol dehydrogenase-like protein YjmD	m	5mC	5-methylcytosine	6	0.00584795
NC_003197.2	CDS	1618312	1619599	-	1287	EBBPGFGJ_01563	exuT_1	Hexuronate transporter	m	5mC	5-methylcytosine	19	0.01476301
NC_003197.2	CDS	1619775	1621266	-	1491	EBBPGFGJ_01564		hypothetical protein	m	5mC	5-methylcytosine	6	0.00402414
NC_003197.2	CDS	1621401	1622643	-	1242	EBBPGFGJ_01565	tetA	Tetracycline resistance protein%2C class C	m	5mC	5-methylcytosine	33	0.02657005
NC_003197.2	CDS	1622632	1624141	-	1509	EBBPGFGJ_01566	tetX	Flavin-dependent monooxygenase	m	5mC	5-methylcytosine	35	0.02319417
NC_003197.2	CDS	1624185	1624674	+	489	EBBPGFGJ_01567		hypothetical protein	m	5mC	5-methylcytosine	26	0.05316973
NC_003197.2	CDS	1624866	1625946	+	1080	EBBPGFGJ_01568	queA_2	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	m	5mC	5-methylcytosine	6	0.00555556
NC_003197.2	CDS	1625997	1626387	-	390	EBBPGFGJ_01569	yjgH	RutC family protein YjgH	m	5mC	5-methylcytosine	4	0.01025641
NC_003197.2	CDS	1626557	1626842	-	285	EBBPGFGJ_01570	relE_1	mRNA interferase toxin RelE	m	5mC	5-methylcytosine	3	0.01052632
NC_003197.2	CDS	1626831	1627080	-	249	EBBPGFGJ_01571		hypothetical protein	m	5mC	5-methylcytosine	1	0.00401606
NC_003197.2	CDS	1627890	1628820	+	930	EBBPGFGJ_01573		hypothetical protein	m	5mC	5-methylcytosine	5	0.00537634
NC_003197.2	CDS	1629227	1629581	-	354	EBBPGFGJ_01574		ISNCY family transposase ISBcen27	m	5mC	5-methylcytosine	7	0.01977401
NC_003197.2	CDS	1629918	1630116	-	198	EBBPGFGJ_01575		hypothetical protein	m	5mC	5-methylcytosine	3	0.01515152
NC_003197.2	CDS	1630397	1631861	-	1464	EBBPGFGJ_01576		hypothetical protein	m	5mC	5-methylcytosine	11	0.00751366
NC_003197.2	CDS	1632149	1633130	+	981	EBBPGFGJ_01577	galS_1	HTH-type transcriptional regulator GalS	m	5mC	5-methylcytosine	11	0.01121305
NC_003197.2	CDS	1633273	1634725	+	1452	EBBPGFGJ_01578	mleN	Malate-2H(+)/Na(+)-lactate antiporter	m	5mC	5-methylcytosine	6	0.00413223
NC_003197.2	CDS	1634737	1635940	+	1203	EBBPGFGJ_01579	patB	Cystathionine beta-lyase PatB	m	5mC	5-methylcytosine	25	0.02078138
NC_003197.2	CDS	1636052	1638128	-	2076	EBBPGFGJ_01580	glgX_1	Glycogen operon protein GlgX homolog	m	5mC	5-methylcytosine	27	0.01300578
NC_003197.2	CDS	1638184	1640713	-	2529	EBBPGFGJ_01581	treY	Maltooligosyl trehalose synthase	m	5mC	5-methylcytosine	79	0.03123764
NC_003197.2	CDS	1640709	1642494	-	1785	EBBPGFGJ_01582	treZ	Malto-oligosyltrehalose trehalohydrolase	m	5mC	5-methylcytosine	42	0.02352941
NC_003197.2	CDS	1642622	1643408	-	786	EBBPGFGJ_01583		hypothetical protein	m	5mC	5-methylcytosine	36	0.04580153
NC_003197.2	CDS	1643550	1643880	-	330	EBBPGFGJ_01584	hdeB	Acid stress chaperone HdeB	m	5mC	5-methylcytosine	2	0.00606061
NC_003197.2	CDS	1645483	1645627	+	144	EBBPGFGJ_01587	sra	Stationary-phase-induced ribosome-associated protein	m	5mC	5-methylcytosine	1	0.00694444
NC_003197.2	CDS	1645803	1647501	+	1698	EBBPGFGJ_01588	maeA	NAD-dependent malic enzyme	m	5mC	5-methylcytosine	45	0.02650177
NC_003197.2	CDS	1647786	1648797	+	1011	EBBPGFGJ_01589	adhP	Alcohol dehydrogenase%2C propanol-preferring	m	5mC	5-methylcytosine	18	0.01780415
NC_003197.2	CDS	1649536	1650421	-	885	EBBPGFGJ_01591	fdnH_1	Formate dehydrogenase%2C nitrate-inducible%2C iron-sulfur subunit	m	5mC	5-methylcytosine	18	0.02033898
NC_003197.2	CDS	1650434	1652846	-	2412	EBBPGFGJ_01592	fdnG_1	Formate dehydrogenase%2C nitrate-inducible%2C major subunit	m	5mC	5-methylcytosine	100	0.04145937
NC_003197.2	CDS	1652894	1653482	-	588	EBBPGFGJ_01593	fdnG_2	Formate dehydrogenase%2C nitrate-inducible%2C major subunit	m	5mC	5-methylcytosine	15	0.02551020
NC_003197.2	CDS	1653759	1654641	+	882	EBBPGFGJ_01594	yddG	Methyl viologen resistance protein YddG	m	5mC	5-methylcytosine	3	0.00340136
NC_003197.2	CDS	1655165	1656254	+	1089	EBBPGFGJ_01595	ompD	Outer membrane porin protein OmpD	m	5mC	5-methylcytosine	10	0.00918274
NC_003197.2	CDS	1656337	1656778	+	441	EBBPGFGJ_01596		hypothetical protein	m	5mC	5-methylcytosine	7	0.01587302
NC_003197.2	CDS	1656802	1658290	-	1488	EBBPGFGJ_01597	smvA	Methyl viologen resistance protein SmvA	m	5mC	5-methylcytosine	104	0.06989247
NC_003197.2	CDS	1658407	1658986	+	579	EBBPGFGJ_01598		hypothetical protein	m	5mC	5-methylcytosine	25	0.04317789
NC_003197.2	CDS	1659200	1660589	+	1389	EBBPGFGJ_01599	narU	Nitrate/nitrite transporter NarU	m	5mC	5-methylcytosine	28	0.02015839
NC_003197.2	CDS	1660680	1664421	+	3741	EBBPGFGJ_01600	narZ	Respiratory nitrate reductase 2 alpha chain	m	5mC	5-methylcytosine	59	0.01577118
NC_003197.2	CDS	1664417	1665962	+	1545	EBBPGFGJ_01601	narY	Respiratory nitrate reductase 2 beta chain	m	5mC	5-methylcytosine	41	0.02653722
NC_003197.2	CDS	1665961	1666657	+	696	EBBPGFGJ_01602	narW	Probable nitrate reductase molybdenum cofactor assembly chaperone NarW	m	5mC	5-methylcytosine	19	0.02729885
NC_003197.2	CDS	1666653	1667334	+	681	EBBPGFGJ_01603	narV	Respiratory nitrate reductase 2 gamma chain	m	5mC	5-methylcytosine	15	0.02202643
NC_003197.2	CDS	1667439	1668333	+	894	EBBPGFGJ_01604	yddE	Uncharacterized isomerase YddE	m	5mC	5-methylcytosine	6	0.00671141
NC_003197.2	CDS	1668368	1669214	-	846	EBBPGFGJ_01605	nhoA	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase	m	5mC	5-methylcytosine	16	0.01891253
NC_003197.2	CDS	1669497	1670130	-	633	EBBPGFGJ_01606		hypothetical protein	m	5mC	5-methylcytosine	4	0.00631912
NC_003197.2	CDS	1670642	1672136	+	1494	EBBPGFGJ_01607	ansP2	L-asparagine permease 2	m	5mC	5-methylcytosine	34	0.02275770
NC_003197.2	CDS	1672578	1673640	-	1062	EBBPGFGJ_01609	yncE	Uncharacterized protein YncE	m	5mC	5-methylcytosine	31	0.02919021
NC_003197.2	CDS	1673858	1676024	+	2166	EBBPGFGJ_01610	fecA	Fe(3+) dicitrate transport protein FecA	m	5mC	5-methylcytosine	44	0.02031394
NC_003197.2	CDS	1676090	1676756	-	666	EBBPGFGJ_01611	mcbR	HTH-type transcriptional regulator McbR	m	5mC	5-methylcytosine	6	0.00900901
NC_003197.2	CDS	1677089	1678127	-	1038	EBBPGFGJ_01612	curA	NADPH-dependent curcumin reductase	m	5mC	5-methylcytosine	10	0.00963391
NC_003197.2	CDS	1678338	1678854	+	516	EBBPGFGJ_01613	yncA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase	m	5mC	5-methylcytosine	9	0.01744186
NC_003197.2	CDS	1678853	1679303	+	450	EBBPGFGJ_01614	ydcZ	Inner membrane protein YdcZ	m	5mC	5-methylcytosine	16	0.03555556
NC_003197.2	CDS	1679307	1679541	-	234	EBBPGFGJ_01615	ydcY	Uncharacterized protein YdcY	m	5mC	5-methylcytosine	3	0.01282051
NC_003197.2	CDS	1679764	1681084	+	1320	EBBPGFGJ_01616		hypothetical protein	m	5mC	5-methylcytosine	24	0.01818182
NC_003197.2	CDS	1681088	1684070	+	2982	EBBPGFGJ_01617		hypothetical protein	m	5mC	5-methylcytosine	54	0.01810865
NC_003197.2	CDS	1684066	1686211	+	2145	EBBPGFGJ_01618		hypothetical protein	m	5mC	5-methylcytosine	44	0.02051282
NC_003197.2	CDS	1686255	1686429	-	174	EBBPGFGJ_01619	ortT	Orphan toxin OrtT	m	5mC	5-methylcytosine	1	0.00574713
NC_003197.2	CDS	1686827	1688252	-	1425	EBBPGFGJ_01620	prr	Gamma-aminobutyraldehyde dehydrogenase	m	5mC	5-methylcytosine	25	0.01754386
NC_003197.2	CDS	1688387	1689812	-	1425	EBBPGFGJ_01621	lysN	2-aminoadipate transaminase	m	5mC	5-methylcytosine	32	0.02245614
NC_003197.2	CDS	1689947	1690718	-	771	EBBPGFGJ_01622	vanX	D-alanyl-D-alanine dipeptidase	m	5mC	5-methylcytosine	6	0.00778210
NC_003197.2	CDS	1691239	1691638	-	399	EBBPGFGJ_01623		hypothetical protein	m	5mC	5-methylcytosine	1	0.00250627
NC_003197.2	CDS	1692334	1692508	+	174	EBBPGFGJ_01624		hypothetical protein	m	5mC	5-methylcytosine	1	0.00574713
NC_003197.2	CDS	1692504	1693125	+	621	EBBPGFGJ_01625		hypothetical protein	m	5mC	5-methylcytosine	3	0.00483092
NC_003197.2	CDS	1693398	1693629	+	231	EBBPGFGJ_01626		hypothetical protein	m	5mC	5-methylcytosine	9	0.03896104
NC_003197.2	CDS	1693629	1695594	-	1965	EBBPGFGJ_01627	rlhA_1	23S rRNA 5-hydroxycytidine C2501 synthase	m	5mC	5-methylcytosine	37	0.01882952
NC_003197.2	CDS	1695672	1696209	-	537	EBBPGFGJ_01628	sutR_1	HTH-type transcriptional regulator SutR	m	5mC	5-methylcytosine	15	0.02793296
NC_003197.2	CDS	1696299	1697478	+	1179	EBBPGFGJ_01629	ydcO	Inner membrane protein YdcO	m	5mC	5-methylcytosine	100	0.08481764
NC_003197.2	CDS	1697531	1698200	-	669	EBBPGFGJ_01630		hypothetical protein	m	5mC	5-methylcytosine	9	0.01345291
NC_003197.2	CDS	1698355	1698952	-	597	EBBPGFGJ_01631	tehB	Tellurite methyltransferase	m	5mC	5-methylcytosine	5	0.00837521
NC_003197.2	CDS	1698938	1699952	-	1014	EBBPGFGJ_01632	tehA	Tellurite resistance protein TehA	m	5mC	5-methylcytosine	15	0.01479290
NC_003197.2	CDS	1700058	1701039	+	981	EBBPGFGJ_01633		hypothetical protein	m	5mC	5-methylcytosine	10	0.01019368
NC_003197.2	CDS	1701035	1701575	-	540	EBBPGFGJ_01634	rimL	Ribosomal-protein-serine acetyltransferase	m	5mC	5-methylcytosine	11	0.02037037
NC_003197.2	CDS	1701791	1702910	+	1119	EBBPGFGJ_01635	ysdC	Putative aminopeptidase YsdC	m	5mC	5-methylcytosine	19	0.01697945
NC_003197.2	CDS	1702906	1703188	+	282	EBBPGFGJ_01636	gatB_1	PTS system galactitol-specific EIIB component	m	5mC	5-methylcytosine	1	0.00354610
