replicon	feature_type	feat_start	feat_end	strand	feat_length_bp	locus_tag	gene	product	mod_code	mod_label	mod_description	raw_count	norm_count
NC_003197.2	CDS	755355	756282	-	927	EBBPGFGJ_00691	catM	HTH-type transcriptional regulator CatM	m4C	m4C	4-methylcytosine	9	0.00970874
NC_003197.2	CDS	757130	757661	-	531	EBBPGFGJ_00693	fldA	Flavodoxin 1	m4C	m4C	4-methylcytosine	2	0.00376648
NC_003197.2	CDS	758238	759009	-	771	EBBPGFGJ_00695	ybfF	Esterase YbfF	m4C	m4C	4-methylcytosine	5	0.00648508
NC_003197.2	CDS	759193	759736	+	543	EBBPGFGJ_00696	seqA	Negative modulator of initiation of replication	m4C	m4C	4-methylcytosine	1	0.00184162
NC_003197.2	CDS	759760	761401	+	1641	EBBPGFGJ_00697	pgm	Phosphoglucomutase	m4C	m4C	4-methylcytosine	7	0.00426569
NC_003197.2	CDS	762065	763385	-	1320	EBBPGFGJ_00699	potE	Putrescine transporter PotE	m4C	m4C	4-methylcytosine	2	0.00151515
NC_003197.2	CDS	763381	765580	-	2199	EBBPGFGJ_00700	speF	Inducible ornithine decarboxylase	m4C	m4C	4-methylcytosine	1	0.00045475
NC_003197.2	CDS	766341	767019	-	678	EBBPGFGJ_00702	kdpE	KDP operon transcriptional regulatory protein KdpE	m4C	m4C	4-methylcytosine	4	0.00589971
NC_003197.2	CDS	767015	769700	-	2685	EBBPGFGJ_00703	kdpD	Sensor protein KdpD	m4C	m4C	4-methylcytosine	13	0.00484171
NC_003197.2	CDS	769696	770281	-	585	EBBPGFGJ_00704	kdpC	Potassium-transporting ATPase KdpC subunit	m4C	m4C	4-methylcytosine	5	0.00854701
NC_003197.2	CDS	770289	772338	-	2049	EBBPGFGJ_00705	kdpB	Potassium-transporting ATPase ATP-binding subunit	m4C	m4C	4-methylcytosine	7	0.00341630
NC_003197.2	CDS	772358	774038	-	1680	EBBPGFGJ_00706	kdpA	Potassium-transporting ATPase potassium-binding subunit	m4C	m4C	4-methylcytosine	3	0.00178571
NC_003197.2	CDS	774780	776202	+	1422	EBBPGFGJ_00708	phrB	Deoxyribodipyrimidine photo-lyase	m4C	m4C	4-methylcytosine	6	0.00421941
NC_003197.2	CDS	776240	777722	-	1482	EBBPGFGJ_00709	dtpD	Dipeptide permease D	m4C	m4C	4-methylcytosine	4	0.00269906
NC_003197.2	CDS	778050	778794	+	744	EBBPGFGJ_00710	ybgI	GTP cyclohydrolase 1 type 2 homolog	m4C	m4C	4-methylcytosine	1	0.00134409
NC_003197.2	CDS	778809	779466	+	657	EBBPGFGJ_00711	pxpB	5-oxoprolinase subunit B	m4C	m4C	4-methylcytosine	1	0.00152207
NC_003197.2	CDS	779459	780392	+	933	EBBPGFGJ_00712	pxpC	5-oxoprolinase subunit C	m4C	m4C	4-methylcytosine	5	0.00535906
NC_003197.2	CDS	780381	781116	+	735	EBBPGFGJ_00713	pxpA	5-oxoprolinase subunit A	m4C	m4C	4-methylcytosine	4	0.00544218
NC_003197.2	CDS	782993	783734	+	741	EBBPGFGJ_00716		hypothetical protein	m4C	m4C	4-methylcytosine	6	0.00809717
NC_003197.2	CDS	788916	790695	+	1779	EBBPGFGJ_00722		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00056211
NC_003197.2	CDS	791724	793674	+	1950	EBBPGFGJ_00724		hypothetical protein	m4C	m4C	4-methylcytosine	3	0.00153846
NC_003197.2	CDS	793741	793879	+	138	EBBPGFGJ_00725		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00724638
NC_003197.2	CDS	793927	794719	+	792	EBBPGFGJ_00726	nei	Endonuclease 8	m4C	m4C	4-methylcytosine	3	0.00378788
NC_003197.2	CDS	794773	795820	-	1047	EBBPGFGJ_00727		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00095511
NC_003197.2	CDS	795956	797240	-	1284	EBBPGFGJ_00728	gltA	Citrate synthase	m4C	m4C	4-methylcytosine	1	0.00077882
NC_003197.2	CDS	798724	800491	+	1767	EBBPGFGJ_00732	sdhA	Succinate dehydrogenase flavoprotein subunit	m4C	m4C	4-methylcytosine	5	0.00282965
NC_003197.2	CDS	800507	801224	+	717	EBBPGFGJ_00733	sdhB	Succinate dehydrogenase iron-sulfur subunit	m4C	m4C	4-methylcytosine	1	0.00139470
NC_003197.2	CDS	801747	804549	+	2802	EBBPGFGJ_00734	sucA	2-oxoglutarate dehydrogenase E1 component	m4C	m4C	4-methylcytosine	1	0.00035689
NC_003197.2	CDS	804563	805772	+	1209	EBBPGFGJ_00735	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	m4C	m4C	4-methylcytosine	1	0.00082713
NC_003197.2	CDS	809531	811100	+	1569	EBBPGFGJ_00739	cydA	Cytochrome bd-I ubiquinol oxidase subunit 1	m4C	m4C	4-methylcytosine	3	0.00191205
NC_003197.2	CDS	812519	812801	+	282	EBBPGFGJ_00742		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00709220
NC_003197.2	CDS	814619	815843	+	1224	EBBPGFGJ_00746		hypothetical protein	m4C	m4C	4-methylcytosine	4	0.00326797
NC_003197.2	CDS	815966	817259	+	1293	EBBPGFGJ_00747	tolB	Tol-Pal system protein TolB	m4C	m4C	4-methylcytosine	6	0.00464037
NC_003197.2	CDS	817293	817818	+	525	EBBPGFGJ_00748	pal_2	Peptidoglycan-associated lipoprotein	m4C	m4C	4-methylcytosine	1	0.00190476
NC_003197.2	CDS	817827	818616	+	789	EBBPGFGJ_00749	cpoB	Cell division coordinator CpoB	m4C	m4C	4-methylcytosine	3	0.00380228
NC_003197.2	tRNA	819401	819477	+	76	EBBPGFGJ_00754		tRNA-Lys(ttt)	m4C	m4C	4-methylcytosine	2	0.02631579
NC_003197.2	CDS	820235	821279	+	1044	EBBPGFGJ_00755	nadA	Quinolinate synthase A	m4C	m4C	4-methylcytosine	3	0.00287356
NC_003197.2	CDS	822019	822958	-	939	EBBPGFGJ_00757	zitB	Zinc transporter ZitB	m4C	m4C	4-methylcytosine	4	0.00425985
NC_003197.2	CDS	823774	824827	+	1053	EBBPGFGJ_00759	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase%2C Phe-sensitive	m4C	m4C	4-methylcytosine	4	0.00379867
NC_003197.2	CDS	825480	826326	-	846	EBBPGFGJ_00761	ttdA_1	L(+)-tartrate dehydratase subunit alpha	m4C	m4C	4-methylcytosine	1	0.00118203
NC_003197.2	CDS	826455	827346	+	891	EBBPGFGJ_00762	cynR	HTH-type transcriptional regulator CynR	m4C	m4C	4-methylcytosine	2	0.00224467
NC_003197.2	CDS	828552	829821	+	1269	EBBPGFGJ_00764		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00078802
NC_003197.2	CDS	830131	830605	+	474	EBBPGFGJ_00766	oadA_2	Oxaloacetate decarboxylase alpha chain	m4C	m4C	4-methylcytosine	9	0.01898734
NC_003197.2	CDS	830652	831906	+	1254	EBBPGFGJ_00767	oadA_3	Oxaloacetate decarboxylase alpha chain	m4C	m4C	4-methylcytosine	13	0.01036683
NC_003197.2	CDS	831921	833223	+	1302	EBBPGFGJ_00768	oadB_2	Oxaloacetate decarboxylase beta chain	m4C	m4C	4-methylcytosine	51	0.03917051
NC_003197.2	CDS	833341	834040	+	699	EBBPGFGJ_00769	citG_3	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	m4C	m4C	4-methylcytosine	3	0.00429185
NC_003197.2	CDS	835498	836275	+	777	EBBPGFGJ_00771	yusV	Probable siderophore transport system ATP-binding protein YusV	m4C	m4C	4-methylcytosine	1	0.00128700
NC_003197.2	CDS	836365	837118	-	753	EBBPGFGJ_00772	gpmA	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase	m4C	m4C	4-methylcytosine	1	0.00132802
NC_003197.2	CDS	837341	838382	-	1041	EBBPGFGJ_00773	galM	Aldose 1-epimerase	m4C	m4C	4-methylcytosine	3	0.00288184
NC_003197.2	CDS	838375	839524	-	1149	EBBPGFGJ_00774	galK	Galactokinase	m4C	m4C	4-methylcytosine	3	0.00261097
NC_003197.2	CDS	839526	840573	-	1047	EBBPGFGJ_00775	galT	Galactose-1-phosphate uridylyltransferase	m4C	m4C	4-methylcytosine	5	0.00477555
NC_003197.2	CDS	841822	842731	-	909	EBBPGFGJ_00777		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00110011
NC_003197.2	CDS	842901	844377	-	1476	EBBPGFGJ_00778	modF	ABC transporter ATP-binding protein ModF	m4C	m4C	4-methylcytosine	3	0.00203252
NC_003197.2	CDS	844444	845233	-	789	EBBPGFGJ_00779	modE	DNA-binding transcriptional dual regulator ModE	m4C	m4C	4-methylcytosine	6	0.00760456
NC_003197.2	CDS	845361	845511	+	150	EBBPGFGJ_00780	acrZ	Multidrug efflux pump accessory protein AcrZ	m4C	m4C	4-methylcytosine	1	0.00666667
NC_003197.2	CDS	845677	846451	+	774	EBBPGFGJ_00781	modA	Molybdate-binding protein ModA	m4C	m4C	4-methylcytosine	1	0.00129199
NC_003197.2	CDS	846450	847140	+	690	EBBPGFGJ_00782	modB	Molybdenum transport system permease protein ModB	m4C	m4C	4-methylcytosine	1	0.00144928
NC_003197.2	CDS	847142	848201	+	1059	EBBPGFGJ_00783	btuD_1	Vitamin B12 import ATP-binding protein BtuD	m4C	m4C	4-methylcytosine	2	0.00188857
NC_003197.2	CDS	849183	850179	+	996	EBBPGFGJ_00785	pgl	6-phosphogluconolactonase	m4C	m4C	4-methylcytosine	2	0.00200803
NC_003197.2	CDS	850322	851606	-	1284	EBBPGFGJ_00786	ybhC	Putative acyl-CoA thioester hydrolase YbhC	m4C	m4C	4-methylcytosine	2	0.00155763
NC_003197.2	CDS	853063	854005	+	942	EBBPGFGJ_00788	hutG	Formimidoylglutamase	m4C	m4C	4-methylcytosine	6	0.00636943
NC_003197.2	CDS	854971	856117	+	1146	EBBPGFGJ_00790	hutU_1	Urocanate hydratase	m4C	m4C	4-methylcytosine	2	0.00174520
NC_003197.2	CDS	856056	856656	+	600	EBBPGFGJ_00791	hutU_2	Urocanate hydratase	m4C	m4C	4-methylcytosine	2	0.00333333
NC_003197.2	CDS	856657	858178	+	1521	EBBPGFGJ_00792	hutH	Histidine ammonia-lyase	m4C	m4C	4-methylcytosine	8	0.00525970
NC_003197.2	CDS	858262	858739	-	477	EBBPGFGJ_00793	ybhB	UPF0098 protein YbhB	m4C	m4C	4-methylcytosine	1	0.00209644
NC_003197.2	CDS	858796	860086	-	1290	EBBPGFGJ_00794	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	m4C	m4C	4-methylcytosine	4	0.00310078
NC_003197.2	CDS	860172	861213	+	1041	EBBPGFGJ_00795	bioB	Biotin synthase	m4C	m4C	4-methylcytosine	1	0.00096061
NC_003197.2	CDS	861209	862367	+	1158	EBBPGFGJ_00796	bioF	8-amino-7-oxononanoate synthase	m4C	m4C	4-methylcytosine	4	0.00345423
NC_003197.2	CDS	862350	863106	+	756	EBBPGFGJ_00797	bioC	Malonyl-[acyl-carrier protein] O-methyltransferase	m4C	m4C	4-methylcytosine	7	0.00925926
NC_003197.2	CDS	863098	863785	+	687	EBBPGFGJ_00798	bioD1_1	ATP-dependent dethiobiotin synthetase BioD 1	m4C	m4C	4-methylcytosine	13	0.01892285
NC_003197.2	CDS	864435	866457	+	2022	EBBPGFGJ_00799	uvrB	UvrABC system protein B	m4C	m4C	4-methylcytosine	1	0.00049456
NC_003197.2	CDS	869335	870244	-	909	EBBPGFGJ_00801	ybhK	Putative gluconeogenesis factor	m4C	m4C	4-methylcytosine	2	0.00220022
NC_003197.2	CDS	870607	871630	+	1023	EBBPGFGJ_00802	moaA	GTP 3'%2C8-cyclase	m4C	m4C	4-methylcytosine	5	0.00488759
NC_003197.2	CDS	871651	872164	+	513	EBBPGFGJ_00803	moaB	Molybdenum cofactor biosynthesis protein B	m4C	m4C	4-methylcytosine	3	0.00584795
NC_003197.2	CDS	872208	872652	+	444	EBBPGFGJ_00804	moaC	Cyclic pyranopterin monophosphate synthase	m4C	m4C	4-methylcytosine	2	0.00450450
NC_003197.2	CDS	872891	873344	+	453	EBBPGFGJ_00806	moaE	Molybdopterin synthase catalytic subunit	m4C	m4C	4-methylcytosine	3	0.00662252
NC_003197.2	CDS	876152	877115	-	963	EBBPGFGJ_00812	ybhN	Inner membrane protein YbhN	m4C	m4C	4-methylcytosine	1	0.00103842
NC_003197.2	CDS	877114	878356	-	1242	EBBPGFGJ_00813	clsB	Cardiolipin synthase B	m4C	m4C	4-methylcytosine	3	0.00241546
NC_003197.2	CDS	878352	879111	-	759	EBBPGFGJ_00814		hypothetical protein	m4C	m4C	4-methylcytosine	5	0.00658762
NC_003197.2	CDS	879243	879654	+	411	EBBPGFGJ_00815	ybhQ	Inner membrane protein YbhQ	m4C	m4C	4-methylcytosine	1	0.00243309
NC_003197.2	CDS	879615	880722	-	1107	EBBPGFGJ_00816	ybhR	Probable multidrug ABC transporter permease YbhR	m4C	m4C	4-methylcytosine	1	0.00090334
NC_003197.2	CDS	880837	881968	-	1131	EBBPGFGJ_00817	ybhS	Probable multidrug ABC transporter permease YbhS	m4C	m4C	4-methylcytosine	1	0.00088417
NC_003197.2	CDS	881960	883697	-	1737	EBBPGFGJ_00818	ybhF	Probable multidrug ABC transporter ATP-binding protein YbhF	m4C	m4C	4-methylcytosine	1	0.00057571
NC_003197.2	CDS	883689	884685	-	996	EBBPGFGJ_00819	ybhG	UPF0194 membrane protein YbhG	m4C	m4C	4-methylcytosine	13	0.01305221
NC_003197.2	CDS	885588	886953	+	1365	EBBPGFGJ_00821	rhlE	ATP-dependent RNA helicase RhlE	m4C	m4C	4-methylcytosine	4	0.00293040
NC_003197.2	CDS	889334	890309	+	975	EBBPGFGJ_00823	ybiB	Uncharacterized protein YbiB	m4C	m4C	4-methylcytosine	4	0.00410256
NC_003197.2	CDS	890464	890725	-	261	EBBPGFGJ_00824	mcbA	Uncharacterized protein McbA	m4C	m4C	4-methylcytosine	3	0.01149425
NC_003197.2	CDS	891480	892407	+	927	EBBPGFGJ_00826	rlmF	Ribosomal RNA large subunit methyltransferase F	m4C	m4C	4-methylcytosine	3	0.00323625
NC_003197.2	CDS	892403	894626	-	2223	EBBPGFGJ_00827	ybiO	Moderate conductance mechanosensitive channel YbiO	m4C	m4C	4-methylcytosine	15	0.00674764
NC_003197.2	CDS	894744	895467	-	723	EBBPGFGJ_00828	glnQ_2	Glutamine transport ATP-binding protein GlnQ	m4C	m4C	4-methylcytosine	7	0.00968188
NC_003197.2	CDS	897489	897993	-	504	EBBPGFGJ_00831	dps	DNA protection during starvation protein	m4C	m4C	4-methylcytosine	1	0.00198413
NC_003197.2	CDS	898295	899183	-	888	EBBPGFGJ_00832	rhtA	Threonine/homoserine exporter RhtA	m4C	m4C	4-methylcytosine	9	0.01013514
NC_003197.2	CDS	899536	900052	+	516	EBBPGFGJ_00833	ompX	Outer membrane protein X	m4C	m4C	4-methylcytosine	1	0.00193798
NC_003197.2	CDS	900114	901695	-	1581	EBBPGFGJ_00834	opgE	Phosphoethanolamine transferase OpgE	m4C	m4C	4-methylcytosine	1	0.00063251
NC_003197.2	CDS	901959	902088	-	129	EBBPGFGJ_00835	mntS	Small protein MntS	m4C	m4C	4-methylcytosine	1	0.00775194
NC_003197.2	CDS	902273	902747	+	474	EBBPGFGJ_00836	mntR	Transcriptional regulator MntR	m4C	m4C	4-methylcytosine	2	0.00421941
NC_003197.2	CDS	903899	904820	-	921	EBBPGFGJ_00838	ybiS	Probable L%2CD-transpeptidase YbiS	m4C	m4C	4-methylcytosine	1	0.00108578
NC_003197.2	CDS	905038	906631	+	1593	EBBPGFGJ_00839	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	m4C	m4C	4-methylcytosine	3	0.00188324
NC_003197.2	CDS	908011	908542	-	531	EBBPGFGJ_00841	ybiV_1	Sugar phosphatase YbiV	m4C	m4C	4-methylcytosine	3	0.00564972
NC_003197.2	CDS	908935	910201	-	1266	EBBPGFGJ_00842	ybiU	Uncharacterized protein YbiU	m4C	m4C	4-methylcytosine	10	0.00789889
NC_003197.2	CDS	910462	911272	+	810	EBBPGFGJ_00843	ybiV_2	Sugar phosphatase YbiV	m4C	m4C	4-methylcytosine	1	0.00123457
NC_003197.2	CDS	911349	913782	-	2433	EBBPGFGJ_00844	pflD	Trans-4-hydroxy-L-proline dehydratase	m4C	m4C	4-methylcytosine	2	0.00082203
NC_003197.2	CDS	913787	914687	-	900	EBBPGFGJ_00845	cutD	Choline trimethylamine-lyase activating enzyme	m4C	m4C	4-methylcytosine	3	0.00333333
NC_003197.2	CDS	915713	916949	-	1236	EBBPGFGJ_00847	moeA	Molybdopterin molybdenumtransferase	m4C	m4C	4-methylcytosine	2	0.00161812
NC_003197.2	CDS	917151	918093	+	942	EBBPGFGJ_00848	iaaA	Isoaspartyl peptidase	m4C	m4C	4-methylcytosine	4	0.00424628
NC_003197.2	CDS	918103	919975	+	1872	EBBPGFGJ_00849	gsiA	Glutathione import ATP-binding protein GsiA	m4C	m4C	4-methylcytosine	2	0.00106838
NC_003197.2	CDS	920007	921546	+	1539	EBBPGFGJ_00850	gsiB	Glutathione-binding protein GsiB	m4C	m4C	4-methylcytosine	4	0.00259909
NC_003197.2	CDS	921606	922527	+	921	EBBPGFGJ_00851	gsiC	Glutathione transport system permease protein GsiC	m4C	m4C	4-methylcytosine	1	0.00108578
NC_003197.2	CDS	923531	924857	-	1326	EBBPGFGJ_00853	rimO	Ribosomal protein S12 methylthiotransferase RimO	m4C	m4C	4-methylcytosine	10	0.00754148
NC_003197.2	CDS	926183	926699	+	516	EBBPGFGJ_00855		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00193798
NC_003197.2	CDS	927481	928429	+	948	EBBPGFGJ_00857	etfA	Electron transfer flavoprotein subunit alpha	m4C	m4C	4-methylcytosine	1	0.00105485
NC_003197.2	CDS	928461	928659	+	198	EBBPGFGJ_00858		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00505051
NC_003197.2	CDS	928722	929886	+	1164	EBBPGFGJ_00859	mmgC	Acyl-CoA dehydrogenase	m4C	m4C	4-methylcytosine	1	0.00085911
NC_003197.2	CDS	930334	932020	+	1686	EBBPGFGJ_00861		Electron transfer flavoprotein-ubiquinone oxidoreductase	m4C	m4C	4-methylcytosine	1	0.00059312
NC_003197.2	CDS	933180	933606	-	426	EBBPGFGJ_00863		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00234742
NC_003197.2	CDS	933952	934633	+	681	EBBPGFGJ_00864		hypothetical protein	m4C	m4C	4-methylcytosine	1	0.00146843
NC_003197.2	CDS	934629	935256	-	627	EBBPGFGJ_00865	gstB	Glutathione S-transferase GstB	m4C	m4C	4-methylcytosine	1	0.00159490
NC_003197.2	CDS	935631	936702	+	1071	EBBPGFGJ_00866	dacC	D-alanyl-D-alanine carboxypeptidase DacC	m4C	m4C	4-methylcytosine	2	0.00186741
NC_003197.2	CDS	937576	938251	-	675	EBBPGFGJ_00868	ybjG	Putative undecaprenyl-diphosphatase YbjG	m4C	m4C	4-methylcytosine	4	0.00592593
NC_003197.2	CDS	938497	939730	+	1233	EBBPGFGJ_00869	mdfA	Multidrug transporter MdfA	m4C	m4C	4-methylcytosine	1	0.00081103
NC_003197.2	CDS	942711	944397	-	1686	EBBPGFGJ_00873	aspT_1	Aspartate/alanine antiporter	m4C	m4C	4-methylcytosine	4	0.00237248
NC_003197.2	CDS	944667	945045	+	378	EBBPGFGJ_00874	ybjM	Inner membrane protein YbjM	m4C	m4C	4-methylcytosine	1	0.00264550
NC_003197.2	CDS	945783	946506	+	723	EBBPGFGJ_00877	nfsA	Oxygen-insensitive NADPH nitroreductase	m4C	m4C	4-methylcytosine	1	0.00138313
NC_003197.2	CDS	946563	947466	+	903	EBBPGFGJ_00878	rimK	Ribosomal protein S6--L-glutamate ligase	m4C	m4C	4-methylcytosine	4	0.00442968
NC_003197.2	CDS	947562	948039	+	477	EBBPGFGJ_00879	ybjN	Uncharacterized protein YbjN	m4C	m4C	4-methylcytosine	1	0.00209644
NC_003197.2	CDS	948384	949500	+	1116	EBBPGFGJ_00880	potF	Putrescine-binding periplasmic protein	m4C	m4C	4-methylcytosine	2	0.00179211
NC_003197.2	CDS	949587	950721	+	1134	EBBPGFGJ_00881	potA_1	Spermidine/putrescine import ATP-binding protein PotA	m4C	m4C	4-methylcytosine	1	0.00088183
NC_003197.2	CDS	950730	951684	+	954	EBBPGFGJ_00882	potH	Putrescine transport system permease protein PotH	m4C	m4C	4-methylcytosine	1	0.00104822
NC_003197.2	CDS	951680	952526	+	846	EBBPGFGJ_00883	ydcV_1	Inner membrane ABC transporter permease protein YdcV	m4C	m4C	4-methylcytosine	1	0.00118203
NC_003197.2	CDS	953115	954246	+	1131	EBBPGFGJ_00885	rlmC	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	m4C	m4C	4-methylcytosine	9	0.00795756
NC_003197.2	CDS	954528	955872	+	1344	EBBPGFGJ_00886	ulaA_1	Ascorbate-specific PTS system EIIC component	m4C	m4C	4-methylcytosine	1	0.00074405
NC_003197.2	CDS	956231	957719	+	1488	EBBPGFGJ_00888		hypothetical protein	m4C	m4C	4-methylcytosine	3	0.00201613
NC_003197.2	CDS	958905	959574	-	669	EBBPGFGJ_00890	artM_1	Arginine ABC transporter permease protein ArtM	m4C	m4C	4-methylcytosine	1	0.00149477
NC_003197.2	CDS	962003	962519	-	516	EBBPGFGJ_00894	ybjP	Uncharacterized lipoprotein YbjP	m4C	m4C	4-methylcytosine	2	0.00387597
NC_003197.2	CDS	977161	977776	+	615	EBBPGFGJ_00922		hypothetical protein	m4C	m4C	4-methylcytosine	4	0.00650407
NC_003197.2	CDS	977772	978258	+	486	EBBPGFGJ_00923		hypothetical protein	m4C	m4C	4-methylcytosine	5	0.01028807
NC_003197.2	CDS	1006516	1007530	-	1014	EBBPGFGJ_00954	oleD	2-alkyl-3-oxoalkanoate reductase	m4C	m4C	4-methylcytosine	1	0.00098619
NC_003197.2	CDS	1007625	1009059	-	1434	EBBPGFGJ_00955		hypothetical protein	m4C	m4C	4-methylcytosine	4	0.00278940
NC_003197.2	CDS	1009069	1010071	-	1002	EBBPGFGJ_00956	ltaE	Low specificity L-threonine aldolase	m4C	m4C	4-methylcytosine	3	0.00299401
NC_003197.2	CDS	1010109	1011828	-	1719	EBBPGFGJ_00957	poxB	Pyruvate dehydrogenase [ubiquinone]	m4C	m4C	4-methylcytosine	3	0.00174520
NC_003197.2	CDS	1011985	1012954	-	969	EBBPGFGJ_00958	hcr	NADH oxidoreductase HCR	m4C	m4C	4-methylcytosine	3	0.00309598
NC_003197.2	CDS	1012965	1014618	-	1653	EBBPGFGJ_00959	hcp	Hydroxylamine reductase	m4C	m4C	4-methylcytosine	3	0.00181488
NC_003197.2	CDS	1015862	1017521	+	1659	EBBPGFGJ_00961		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00120555
NC_003197.2	CDS	1018613	1019732	+	1119	EBBPGFGJ_00963	macA	Macrolide export protein MacA	m4C	m4C	4-methylcytosine	5	0.00446828
NC_003197.2	CDS	1019728	1021675	+	1947	EBBPGFGJ_00964	macB	Macrolide export ATP-binding/permease protein MacB	m4C	m4C	4-methylcytosine	11	0.00564972
NC_003197.2	CDS	1022700	1024977	+	2277	EBBPGFGJ_00967	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	m4C	m4C	4-methylcytosine	3	0.00131752
NC_003197.2	CDS	1025168	1025627	+	459	EBBPGFGJ_00968		IS200/IS605 family transposase IS200F	m4C	m4C	4-methylcytosine	1	0.00217865
NC_003197.2	CDS	1027681	1028359	-	678	EBBPGFGJ_00972	ycaC_1	Probable hydrolase YcaC	m4C	m4C	4-methylcytosine	12	0.01769912
NC_003197.2	CDS	1028378	1029239	-	861	EBBPGFGJ_00973		hypothetical protein	m4C	m4C	4-methylcytosine	7	0.00813008
NC_003197.2	CDS	1029347	1030259	+	912	EBBPGFGJ_00974	dmlR_4	HTH-type transcriptional regulator DmlR	m4C	m4C	4-methylcytosine	1	0.00109649
NC_003197.2	CDS	1030879	1031584	-	705	EBBPGFGJ_00976	aat	Leucyl/phenylalanyl-tRNA--protein transferase	m4C	m4C	4-methylcytosine	3	0.00425532
NC_003197.2	CDS	1031628	1033350	-	1722	EBBPGFGJ_00977	yheH	Probable multidrug resistance ABC transporter ATP-binding/permease protein YheH	m4C	m4C	4-methylcytosine	18	0.01045296
NC_003197.2	CDS	1033350	1035117	-	1767	EBBPGFGJ_00978	cydD	ATP-binding/permease protein CydD	m4C	m4C	4-methylcytosine	10	0.00565931
NC_003197.2	CDS	1035230	1036199	-	969	EBBPGFGJ_00979	trxB	Thioredoxin reductase	m4C	m4C	4-methylcytosine	1	0.00103199
NC_003197.2	CDS	1036744	1037239	+	495	EBBPGFGJ_00980	lrp_1	Leucine-responsive regulatory protein	m4C	m4C	4-methylcytosine	3	0.00606061
NC_003197.2	CDS	1037373	1041429	+	4056	EBBPGFGJ_00981		hypothetical protein	m4C	m4C	4-methylcytosine	16	0.00394477
NC_003197.2	CDS	1041571	1042183	+	612	EBBPGFGJ_00982	lolA	Outer-membrane lipoprotein carrier protein	m4C	m4C	4-methylcytosine	2	0.00326797
NC_003197.2	CDS	1042192	1043536	+	1344	EBBPGFGJ_00983	rarA	Replication-associated recombination protein A	m4C	m4C	4-methylcytosine	2	0.00148810
NC_003197.2	CDS	1043794	1045087	+	1293	EBBPGFGJ_00984	serS	Serine--tRNA ligase	m4C	m4C	4-methylcytosine	1	0.00077340
NC_003197.2	CDS	1045323	1047768	+	2445	EBBPGFGJ_00985	dmsA_1	Dimethyl sulfoxide reductase DmsA	m4C	m4C	4-methylcytosine	2	0.00081800
NC_003197.2	CDS	1047778	1048396	+	618	EBBPGFGJ_00986	dmsB_1	Anaerobic dimethyl sulfoxide reductase chain B	m4C	m4C	4-methylcytosine	1	0.00161812
NC_003197.2	CDS	1048397	1049261	+	864	EBBPGFGJ_00987	dmsC_1	Anaerobic dimethyl sulfoxide reductase chain C	m4C	m4C	4-methylcytosine	1	0.00115741
NC_003197.2	CDS	1050976	1052398	+	1422	EBBPGFGJ_00989	ycaM	Inner membrane transporter YcaM	m4C	m4C	4-methylcytosine	1	0.00070323
NC_003197.2	CDS	1055098	1057381	-	2283	EBBPGFGJ_00993	pflB	Formate acetyltransferase 1	m4C	m4C	4-methylcytosine	2	0.00087604
NC_003197.2	CDS	1058702	1060538	-	1836	EBBPGFGJ_00995	ycaO	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	m4C	m4C	4-methylcytosine	4	0.00217865
NC_003197.2	CDS	1062636	1063920	+	1284	EBBPGFGJ_00998	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	m4C	m4C	4-methylcytosine	2	0.00155763
NC_003197.2	CDS	1064062	1064824	+	762	EBBPGFGJ_00999	ycaL	Metalloprotease YcaL	m4C	m4C	4-methylcytosine	2	0.00262467
NC_003197.2	CDS	1064996	1065680	+	684	EBBPGFGJ_01000	cmk	Cytidylate kinase	m4C	m4C	4-methylcytosine	11	0.01608187
NC_003197.2	CDS	1065793	1067467	+	1674	EBBPGFGJ_01001	rpsA	30S ribosomal protein S1	m4C	m4C	4-methylcytosine	5	0.00298686
NC_003197.2	CDS	1068136	1070401	+	2265	EBBPGFGJ_01003		hypothetical protein	m4C	m4C	4-methylcytosine	2	0.00088300
NC_003197.2	CDS	1072182	1073160	+	978	EBBPGFGJ_01005	lpxK	Tetraacyldisaccharide 4'-kinase	m4C	m4C	4-methylcytosine	5	0.00511247
